% name: utt1
% type: matrix
% rows: 74
% columns: 12
 0.774941 0.904669 0.0311855 1.50986 0.209585 0.324137 0.687027 0.0653688 -0.83154 -0.2567 0.388816 0.266056
 0.80274 1.34366 0.340131 2.04176 0.817389 0.564389 0.845072 0.458926 -0.217423 -0.194982 0.096678 0.350823
 0.777921 2.03825 0.495648 0.467777 -0.315577 0.156216 0.887494 0.146433 -0.392505 -0.106322 0.425143 0.673606
 0.917149 1.83971 0.919129 1.10976 0.399467 0.748656 0.515216 0.186746 0.0209926 0.0237796 0.507371 0.833792
 1.07417 2.81955 1.28179 1.20649 0.522988 0.315352 0.658602 0.585682 0.0733087 0.541934 0.653351 0.89408
 0.769403 2.11582 0.453615 1.21964 0.0974136 -0.0335428 0.203402 0.38668 -0.00231503 0.0272366 0.436656 0.860378
 0.621594 2.49707 1.22945 1.12759 0.633748 0.598678 0.647926 0.514107 -0.0892306 0.312969 0.393338 0.636265
 0.344943 2.05644 0.394401 0.692691 0.57121 0.448145 0.417449 0.405999 0.232516 0.208431 0.357506 0.829718
 -0.0568622 1.90062 0.748221 0.910704 0.712872 0.383749 0.125367 0.389361 0.021363 -0.0400676 0.283977 0.206262
 -0.148013 2.17003 0.409884 0.653046 0.404097 0.28799 0.127129 0.600144 0.0575798 0.0625534 -0.0731627 0.0819461
 0.289198 2.30273 0.175294 0.665871 0.119133 0.0917184 0.0924338 0.189818 -0.485981 -0.0891494 0.265703 0.356002
 -0.217591 1.88589 1.13931 0.911341 0.478833 0.357292 0.384902 0.0334156 0.32402 0.782993 0.527273 0.508617
 0.0101693 2.66755 1.10156 0.904945 0.686396 0.450847 -0.190484 -0.120986 0.223274 0.491948 0.246722 0.772931
 -0.445124 2.23398 1.36601 1.24339 0.446173 0.00364642 0.265228 0.509952 0.428403 0.338804 0.295387 -0.000154876
 -0.419912 2.42515 0.795358 1.44813 0.746455 0.207849 0.171703 0.400319 0.533404 0.826966 0.48851 0.120998
 -0.0949585 1.67202 0.682911 1.26634 0.607024 0.902947 0.337791 0.559291 0.576136 0.795183 0.38831 0.243871
 -0.729721 2.18079 0.980064 0.716789 0.388652 0.214226 0.101065 0.378608 0.36727 0.215413 0.29895 0.573041
 -0.586432 2.30168 0.795151 0.763572 1.08128 0.644388 0.0571046 0.32967 0.894575 0.749384 0.0625135 0.341578
 -0.332806 2.40971 0.976926 0.965823 0.551186 0.264528 0.252695 0.0822803 0.352595 0.482383 0.385966 0.120563
 -0.683927 2.28474 0.859223 1.10048 0.285056 0.111614 0.256484 0.245393 0.258313 0.577266 0.867905 0.120424
 -0.563964 2.50286 1.2108 1.45701 0.628334 0.307266 0.0949664 0.788508 0.710956 0.801743 0.490452 0.388721
